4096	
-6.16	-4.38
-2.35	-2.76
-0.66	0.54
1.38	-8.33
-3.11	5.51
6.65	-0.95
-5.47	-4.85
2.85	-8.79
0.28	9.31
-10	3.64
-6.12	-7.66
8.29	-3.76
6.1	6.62
-3.29	-3.87
9.05	-9.46
4.51	6.2
-7.44	-8.42
1.61	-6.49
6.04	0.07
-7.78	6.81
6.66	0.63
7.69	2.17
-8.64	-6.83
7.45	6.37
-0.75	-3.12
8.29	-6.04
-3.97	2.28
-8.06	7.27
0.93	-0.11
9.61	1.41
-5.64	-8.14
5.82	0.63
-5.3	-5.37
7.68	-8.82
3.5	-8.64
-2.66	8.57
0.32	6.06
4.6	-2.59
8.43	1.21
2.61	-7.67
8.59	-8.81
-5.63	1.29
1.38	-0.26
1.56	-1.71
-0.86	1.08
2.65	-7.22
8.84	6.18
6.76	6.18
-4.63	-2.12
-7.93	-4.27
-2.16	-7.78
1.52	5.48
2.41	-2.53
9.55	0.21
4.36	5.31
0.72	-0.81
-7.57	7.1
4.98	-6.71
-6.76	5.5
-0.07	3.42
-5.12	2.85
6.24	3.64
-8.37	1.71
-7.07	1.54
-5.96	0.93
1.87	-9.79
-6.07	-5.41
1.01	8.28
-7.76	0.05
-4.82	-9.16
-2.79	6.93
-4.71	8.64
-6.09	9.24
3.06	-5.75
5.82	-3.5
-9.29	-8.97
1.61	-6.12
-1.83	-4.7
-8.05	2.48
0.18	6.48
-5.08	1.12
8.27	-6.23
-5.7	5.62
-4.76	-9.87
-7.23	4.66
2.53	2.07
1.35	3.32
4.21	-1.46
5.06	-9.42
-8.72	-1.42
0.73	3.49
-6.48	-6.54
-3.83	0.4
-6.1	0.55
4.06	-8.32
1.02	0.45
6.71	-2.34
-1.69	-2.69
-6.87	-5.07
3.61	-4.85
-8.58	4.46
-5.14	-9.46
-6.28	4.5
1.67	5.3
-0.42	3.56
2.18	2.43
-2.39	-6.21
3.8	7.81
-1.59	-4.6
-9.07	5.29
2.88	-4.57
9.26	-6.86
-7.52	-8.74
2.55	2.32
-1.46	1.85
-3.3	1.07
-2.76	3.92
4.96	-8.26
7.74	5.7
-2.98	3.85
-4.92	9.67
-4.23	-1.13
7.18	4.04
-6.54	2.98
-6.84	3.78
-0.7	1.21
3.54	8.01
6.6	-3.89
8.21	3.63
-1.91	-3.38
0.08	6.05
-1.16	1.44
-0.63	-5.92
6.04	-3.61
-2.9	-0.18
3.81	-6.45
-2.88	9.56
5.63	-4.69
-4.78	-0.32
-0.62	-9.44
-1.25	-5.32
8.59	-3.86
9.4	4.57
-0.24	3.59
9.54	-0.91
5.1	7.43
-2.45	-4.32
0.5	0.97
-2.65	-4.04
-4.89	7.05
-2.12	3.12
9.57	6.04
-3.63	-7.68
-6.92	7.53
6.43	1.21
-4.67	4.02
-2.08	-0.94
-8.4	-2.76
-4.86	8.23
-7.54	-6.32
8.9	8.04
0.61	-4.82
-2.47	-0.98
-5.79	-9.05
-5.48	-6.21
0.49	-6.29
-5.65	-2.1
-4.84	-2.04
2.5	4.18
-7.91	6.62
1.81	-3.3
5.43	-2.85
-4.25	7.95
-0.05	7.81
4.15	-3.13
-7.37	5.26
-6.19	4.64
0.49	-6.84
1.95	1.6
1.8	-7.95
2.01	-2.89
6.41	9.76
4.23	-3.31
6.88	-0.68
9.22	-2.39
2.09	-3.28
8.34	-5.71
5.08	7.62
3.84	-3.28
6.29	9.59
-0.16	1.55
7.81	-5.13
9.98	3.76
-9.45	6.49
1.83	2.96
3.6	5.52
-2.15	-1.99
7.47	-4
-9.69	-2.89
-5.83	4.72
9.98	4.53
5.86	-6.49
3.32	-5.17
0.91	-7.73
-7.48	9.03
-9.21	-7.26
6.64	2.8
5.91	-3.07
4.72	-6.38
-7.32	0.69
-8.87	8.03
0.46	-5.04
7.01	-3.32
6.4	1.84
3.25	5.84
6.15	5.35
-9.33	7.01
4.79	1.16
8.84	-9.62
6.28	-1.41
1.73	-5.74
6.26	-8.32
-3.83	2.8
2.81	-7.73
6.63	1.48
-7.88	2
0.28	-0.36
-5.51	-4.23
-7.27	-2.31
-2.16	-8.29
1.74	0.16
4.88	-4.32
-7.17	0.53
-2.79	-8.88
-3.9	2.68
-7.13	-4.46
3.96	4.79
7.93	-7.55
-8.56	-6.26
-4.64	-1.6
-5.08	1.79
6.96	-8.84
-8.99	-0.36
-8.95	-4.5
-6.61	-5.49
-0.74	2.02
-5.67	-9.83
-3.93	8.95
2.88	-8.87
-2.63	9.98
-9.28	2.26
8.9	-4.28
8.72	8.72
-0.03	6.61
3.38	5.07
0.15	-3.4
0.32	3.08
4.15	-7.71
-2.26	4.73
-0.28	-0.05
5.21	1.13
-3.26	4.45
7.56	-4.47
9.25	4.77
3.37	-7.49
6.63	-1.85
-7.35	-6.07
-6.93	-4.34
-9.12	-1.08
7.75	-1.21
-6.21	8.76
3.86	0.01
8.17	6.84
-0.89	1.22
-9.18	0.54
-9.16	-7.21
6.48	2.64
-7.65	7.75
-2.88	2.01
-2.53	-3.73
-6.24	7.45
-7.96	2.84
-3.01	8.88
6.59	4.24
6.74	7.99
2.57	-2.19
5.67	9.72
-0.2	0.22
3.04	8.78
3.81	-0.24
-6.7	-2.73
4.83	-9.31
-8.36	-2.8
4.47	9.48
6.74	4.64
-5.06	8.42
-2.09	2.8
8.42	5.51
0.42	-4.8
0.06	5.18
-7.65	-2.93
-7.06	8.66
3.74	7.41
3.11	-9.23
9.32	6.05
5.72	-5.22
-2.22	-4.9
-9.05	-9.81
-3.88	-6.16
-9.65	-1.77
8.3	-4.25
-7.35	-2.4
-5.39	-0.08
-8.08	-0.94
-9.79	-1.05
-1.44	3.44
2.74	4.42
0.09	-4.71
-9.13	-3.6
5.44	-4.54
-4.64	-4.89
-2.01	4.68
-5.25	-7.1
-4.65	-4.85
-4.27	-0.89
5.99	-0.85
9.34	-7.79
-3.08	8.62
-2.8	4.95
-9.3	9.29
6.67	-9
-5.6	-7.93
-5.84	6.23
-5.44	6.46
2.59	3.11
6.58	-9.79
1.47	-5.17
5.45	-3.75
-5.17	-3.1
7.45	2.39
6.01	-6.64
5.66	1.46
9.52	-9.57
0.14	4.76
-5.64	-4.34
-7.14	-5.47
2.08	7.44
5.82	9.76
5.2	0.57
0.79	8.88
7.5	9.08
6.33	0.84
3.31	3.64
-6.01	-2.86
1.88	-3.66
-4.22	-5.53
-6.75	0.96
-3.25	-7.95
-9.48	-5.25
-0.45	4.06
-5.22	-7.71
5.46	8.86
3.17	8.29
1.67	4.1
7.78	2.65
-4.6	8
7.48	2.29
7.26	9.24
8.9	1.82
9.74	1.1
0.23	-4.06
-9.64	-4.63
8.35	3.16
-7.86	-6.82
6.81	-2.81
-1.48	-3.84
-7.36	-3.41
8.31	4.85
-1.59	-7.63
-0.18	-0.26
2.43	4.82
-3.45	-5.47
-3.04	3.01
-0.39	0
-0.72	2.71
0.9	-2.22
-8.96	9.8
-5.54	5.48
3.25	5.85
0.94	2.61
1.7	-2.35
-4.93	-0.98
0.67	9.52
-8.92	3.02
4.66	5.32
-5.14	-6.54
7.51	4.59
2.82	3.36
0.31	8.62
9.24	1.31
-9.1	-6.05
2.54	-3.29
8.79	-5.93
-9.1	-8.19
-3.1	5.59
-2.75	-3.39
4.24	1.35
-8.91	0.04
3.92	9.58
8.77	-1.92
9.16	-9.16
-8.06	-2.08
-9.13	3.96
-2.87	6.11
-4.66	-3.15
-0.79	1.57
-8.88	-6.09
-7.1	-7.71
9.71	-2.3
-9.39	-2.83
0.05	9.48
-7.5	-4.69
-6.34	-7.67
-7.31	-2.26
-3.73	-8.17
7.03	6.26
0.53	3.3
6.1	-7.26
-2.95	-7.2
3.48	8.4
-4.82	9.14
-4.96	-1.14
-6.94	-8.21
-4.17	-6.36
8.48	-7.11
-4.46	-2.24
0.59	8.74
2.34	3
-9.82	-1.27
-4.28	5.01
9.17	-1.32
4.37	-8.78
2.59	-2.28
1.41	1.82
2.79	3.94
-6.46	3.05
-6.35	-7.87
-4.4	7.69
-0.18	-5.23
-6.6	5.85
3.01	5.04
-1.44	6.16
-0.99	-3.12
3.49	1.71
-10	7.77
0.16	-3.97
-8.16	5.24
6.98	-3.91
-7.77	-5.52
-0.82	-4.5
5.6	-4.22
-7.16	5.78
9.2	4.59
-6.49	6.54
-1.43	3.07
6.28	-2.99
3.56	2.22
0.47	-7.3
1.11	0.19
6.32	0.69
-7.12	2.6
9.95	-1.28
-3.37	6.36
7.87	4.02
1.23	2.1
6.06	7.86
9.67	-4.76
8.95	-6.71
-3.21	-2.51
4.75	-3.53
