1024	
-6.25	-2.21
-1.14	0.42
-4.26	-4.25
0.52	6.24
9	6.96
4.32	-5.26
6.74	2.57
-5.19	9.6
3.64	8.37
4.62	-8.98
-5.94	4.49
5.43	-8.72
1.34	7.41
2.39	-0.31
-1.6	0.23
7.97	1.24
-4.51	-2.33
-6.33	-2.53
-1.86	8.77
-8.25	7.65
-6.69	8.1
1.35	-8.21
-0.75	-4.49
7.16	-1.3
0.11	-2.89
-1.94	5.71
1.8	-9.67
-8.12	-0.96
3.14	-9.91
8.71	5.68
4.79	-4.39
-5.2	-1.76
9.08	4.93
-1.19	-3.44
5.41	-0.93
9.35	-1.08
-8.76	-2.22
-4.47	4.49
-6.71	0.03
-3.01	-3.2
1.71	-1.42
8.05	6.12
-6.73	-0.28
-5.17	4.72
9.29	-3.25
-0.76	-8.17
-7.63	-9.46
-7.4	-0.54
5.98	-6.58
-5.68	9.96
4.14	9.43
-0.38	-0.32
-1.19	5.78
2.45	-9.48
-2.37	-3.19
-8.69	-3.03
0.85	-2.47
-4.97	-0.85
-3.46	-4.55
8.24	9.49
5.93	-8.66
7.41	-7.12
-7.11	0.85
6.3	-8.08
9.04	1.3
-4.45	4.66
7.18	-7.47
9.07	-1.27
2.9	2.95
2.19	8.93
-8.06	-2.08
1.57	-0.2
-7.78	1.62
6.47	-0.44
-4.77	1.53
5.43	-5.38
-4.95	-0.43
-2	4.17
-9.1	-8.4
-0.33	-1.42
-1.21	6.2
2.76	6.92
-7.81	3.25
-1.05	-4.66
7.27	4.87
4.82	-2.6
4.63	-9.18
5.28	-1.46
-4.85	-7.08
7.45	-4.6
-9.09	-1.41
-2.46	-1.05
-3.43	4.89
6.85	4.6
0.31	-3.37
-2.92	-2.18
-7.61	-6.88
2.41	-4.4
8.53	2.84
3.82	-5.32
-3.91	-6.76
5.28	8.38
9.81	1.98
-4.3	9.2
-6.42	1.4
2.67	2.04
1.45	-3.46
-2.09	7
8.09	-3.09
-5.12	9.23
7.62	7.56
-1.37	-9.99
7.56	9.39
0.74	8.33
3.14	-9.17
0.04	0.54
-1.72	-7.76
-6.04	4.89
-9.03	-1.74
1.31	9.18
-8.01	7.57
-5.83	3.38
7.88	-0.96
0.09	-9.28
-9.36	-8.99
-3.61	-0.02
2.43	-5.09
7.74	4.18
-2.57	-1.99
0.79	-4.91
3.91	-5.24
0.78	-9.22
-1.94	-9.33
-9.19	7.57
8.37	4.83
-8.68	4.83
8.77	-2.07
2.23	3.77
-9.15	-2.21
2.1	8.98
4.95	3.25
-4.95	-1.52
3.41	9.82
-7.3	-6.09
-9.74	4.73
-1.42	-2.26
-0.72	-1.05
2.47	2.36
-8.74	-4.89
2.26	8.43
-1.92	-9.7
7.54	9.33
3.49	5.68
0.58	-0.19
-8.55	6.28
2.72	-8.77
0.33	-1.68
-6.13	7.04
4.97	-8.65
6.85	1.12
8.16	1.79
8.45	-4.69
0.37	-4.09
-3.48	1.57
-0.88	-9.85
5.93	4.01
5.41	7.88
-3.86	8.7
3.5	5.81
-8.97	-6.24
7.19	8.38
4.55	3.99
0.98	7.32
6.44	9.81
-4.82	-0.19
-6.74	0.14
-7.08	-8.31
-4.57	-6.82
6.76	9.45
1.21	6.88
-7.61	-0.35
-1.5	1.4
-1.63	3.33
-3.91	7.81
6.61	6.5
5.29	-3.74
8.99	8.74
4.12	-5.27
-4.48	-4.58
-4.2	-2.88
-7.57	-7.77
-1.01	-7.49
-2.43	-0.81
-6.77	-7.15
-5.78	-1.27
1.93	2.54
0.19	7.43
-5.91	-3.87
-5.43	-5.68
0.16	7.55
-3.5	3.53
-8.32	8.13
4.77	5.24
-2.9	-2.39
-1.97	0.5
4.53	7.78
-0.13	-4.98
7.05	2.66
-0.27	4.17
-4.23	4.82
6.98	-3.33
-0.69	0.76
1.95	0.01
9.63	5.28
-7.31	-7.29
-1.44	-7.57
-2.76	0.46
6.89	2.29
-8.35	-0.33
2.24	-3.67
1.03	9.67
1.5	0.7
9.13	3.63
1.59	-0.66
-8.54	-7.05
8.48	-1.61
-8.12	4.13
7.43	-0.63
-0.23	8.54
-1.96	5.15
1.31	-6.9
-9.09	-1.77
3.75	-1.6
-5.09	4.85
-6.87	-0.09
-2.1	2.18
-9.82	3.93
4.95	-2.84
9.89	-1.1
0.06	5.69
-7.14	-1.31
-0.71	-6.95
8.46	-4.36
1.24	8.35
8.5	-1.51
3.41	-2.78
8.44	-6.91
8.76	-0.93
-7.71	-7.85
-0.19	7.61
0.3	-0.01
-4.93	-9.65
4.6	4.53
3.93	-5.34
6.47	8.15
3.09	-1.9
5	4.48
-4.22	2.11
8.67	4.91
4.83	7.92
7.7	8.27
-4.23	-4.28
-1.29	0.83
-0.65	-4.31
6.03	-4.64
-6.74	2.26
-9.02	2.72
5.79	4.51
1.57	-8.39
1.1	-9.29
-1.82	2.81
-6.64	-1.66
3.42	1.74
3.56	-1.7
-1.59	0.17
-5.88	-7.81
9.43	-4.07
8.42	-1.93
-4.33	4.05
-7.89	2.12
4.55	-7.28
-4.56	-5.56
7.43	-6.34
-5.14	-6.13
-8.13	4.65
-8.89	1.84
-5.04	3.81
3.15	-6.06
0.9	-5.48
-0.08	-1.9
-1.44	8.24
-5.14	1.22
-5.37	-4.34
7.22	6.83
7.06	-5.26
2.21	8.32
6.52	9.09
-3.67	-4.5
-3.24	3.45
-2.25	0.6
-3.64	-5.8
9.47	-8.13
-5.58	-5.43
-8.17	-0.84
9.46	-1.06
-1.47	-7.06
-9.08	-3.02
-2.38	5.25
5.52	-7.13
3.61	1.67
-0.67	-9.31
-2.38	-1.85
-6.87	-3.38
-5.03	-1.12
-6.07	-4.33
-4.17	-6.7
8.43	-6.38
-5.38	9.63
-3.48	-5.56
-2.92	9.77
0.37	3.91
0.88	7.98
-0.75	-6.32
-3.79	-2.04
-1.18	4.91
8.62	-6.07
-3.73	4.65
-0.44	-3.14
-5.18	-0.73
9.99	-3.14
-8.46	-1.96
3.92	-5.63
-8.11	8.39
0.46	-5.54
5.98	-1.61
-8.31	7.67
2.6	-1.61
-8.1	-0.8
-9.04	2.84
-2.29	-7.3
-3.21	6.77
-9.32	5.99
-8.08	6.89
0.98	9.71
3.84	1.25
-9.32	-9.68
-0.13	-2.02
3.36	-0.8
-0.52	-7.24
-4.73	7.04
7.97	-6.85
5.75	-0.26
-7.52	7.64
7.84	7.65
-5.15	-5.21
-9.77	-1.22
8.92	8.04
-3.21	-7.3
3.01	9.48
8.76	6.77
2.33	-1.41
3.93	-8.82
-1.2	-1.65
-6.22	8.87
1.07	2.91
-9.36	-6.52
-5.18	3.2
-3.48	-5.68
7.02	-9.4
-3.62	7.96
0.59	9.04
1.19	9.67
-5.01	5
-9.73	-7.54
-2.62	-4.5
-8.79	7.19
-0.64	7.25
1.19	-5.25
3.06	-6.86
3.1	-6.42
5.1	6.74
-8.03	-3.95
0.06	-6.1
4.32	0.41
-9.4	2.84
-8.38	-5.46
5.93	4.09
5.31	0.67
-7.46	4.44
6.85	3.12
7.69	6.16
4.33	0.49
7.91	8.21
-1.78	-5.72
7.21	3.7
-9.31	-2.98
-1.14	-7.15
1.46	9.26
-6.98	-8.71
3.71	-5.13
-7.03	-2.71
-0.3	2.36
-3.02	1.02
-4.06	-6.51
-4.59	-1.82
2.07	-9.87
-9.08	-2.64
-0.37	-10
1.6	-9.94
7.72	1.03
1.33	5.52
-4.46	-5.25
-5.9	7.56
-0.88	8.13
-2.09	-5.94
-5.54	-3.4
7	-3.12
-9.67	-5.47
-4.7	5.16
3.17	-4.3
-3.76	7.46
-9.92	7.54
-6.61	0.5
-8.74	-8.24
-7.21	7.2
-5.52	-1.33
-2.56	-5.21
2.69	0.4
-3.05	2.75
-5.93	-1.18
-8.62	-0.01
-8.86	4.74
8.84	-4.46
7.78	-5.07
-9.18	4.4
5.86	-6.85
-4.15	4.67
5.69	-7.89
-4.03	9.59
8.41	-2.62
6.42	7.33
9.63	2.87
-4.2	0.77
6.77	-2.26
8.49	-0.36
-9.02	-0.05
4.18	2.42
4.89	-1.97
7.99	9.3
-6.78	8.69
3.81	9.79
0.32	4.94
9.77	2.2
1.41	-9.03
3.62	-4.89
-6.37	-0.69
7.67	-2.64
1.37	-2.77
-0.24	-5.06
9.07	9.33
5.67	3.92
-4.18	-6.55
4.59	3.48
3.85	-7.42
-8.79	6.63
4.73	-3.34
-6.7	-4.35
-4.5	1.15
6.44	-5.83
-5.28	1.81
7.56	2.06
-7.42	0.94
-3.43	-5.27
-5.35	1.98
-2.92	-1.39
-2.47	2.75
9.1	-2.39
-2.64	-6.47
1.39	4.66
-5.42	2.39
-7.91	3.65
9.65	1.46
8.63	3.62
0.96	-6.1
-4.8	-7.1
9.78	7.72
0.84	-7.76
-7.75	1.95
-9.04	-7.02
-8.41	-5.34
4.43	1.85
8.15	2.67
5.42	2.39
-1.66	-3.04
-4.04	5.98
7.11	-2.49
-5.3	3.26
-6.13	8.71
-2.9	-1.08
-2.03	2.25
6.86	2.74
0.08	-7.45
9.82	0.98
-4.33	-1.07
8.07	-3.04
-9.52	-7.78
-0.77	1.7
1.57	6.37
1.7	-0.99
8.84	-4.05
-6.31	5.84
-9.54	1.88
-1.19	-6.02
0.84	-4.99
0.43	2.1
4.92	-3.81
2.37	9.21
3.52	1.18
4.36	-5
5.88	6.73
-4.46	1.46
-6.3	6.22
6.27	9.72
-8.82	0.81
6.51	-1.73
9.27	-3.46
9.48	1.49
-7.19	7.19
4.3	9.41
-2.02	-1.54
-8.32	4.66
5.6	-8.17
7.62	8.54
1.01	-5.14
-3.28	-2.65
-5.43	5
1.63	1.63
-4.4	-2.11
6.7	3.79
0.05	-1.17
-7.89	9.3
2.49	-8.85
4.89	-7.77
-5.48	2.71
-4.92	-3.85
0.66	-5.2
-3.83	3.63
2.47	-7.35
7.84	2.85
-6.88	-8.12
8.37	0.78
-2.15	0.37
-1.96	-6.14
-8.4	-0.54
3.96	-9.33
4.08	4.67
-3.8	-4.5
-6.16	-3.47
-0.71	4.26
5.59	-6.26
-0.72	-6.73
5.53	-4.2
-7.25	3.1
0.67	9.27
-0.48	-3.57
7.52	-6.56
6.82	-5.07
-4.36	-7.09
7.18	-3.97
-5.37	-0.39
-3.61	2.23
0.31	-8.52
